Player,Salary,Season
Dāvis Bertāns,"$7,000,000 ",2018-19
Dāvis Bertāns,"$7,000,000 ",2019-20
Dāvis Bertāns,"$15,000,000 ",2020-21
David West,"$2,328,652 ",2017-18
David Stockton,"$192,812 ",2017-18
David Nwaba,"$1,312,611 ",2017-18
David Nwaba,"$1,512,601 ",2018-19
David Nwaba,"$903,111 ",2019-20
David Nwaba,"$1,824,003 ",2020-21
Daryl Macon,"$77,250 ",2018-19
Darrun Hilliard,"$77,250 ",2017-18
Darren Collison,"$10,000,000 ",2017-18
Darren Collison,"$10,000,000 ",2018-19
Darrell Arthur,"$7,464,912 ",2017-18
Darrell Arthur,"$7,464,912 ",2018-19
Darius Miller,"$2,100,000 ",2017-18
Darius Miller,"$2,205,000 ",2018-19
Darius Miller,"$7,250,000 ",2019-20
Darius Miller,"$7,000,000 ",2020-21
Darius Garland,"$6,400,920 ",2019-20
Darius Garland,"$6,720,720 ",2020-21
Darius Bazley,"$2,284,800 ",2019-20
Darius Bazley,"$2,399,160 ",2020-21
Dario Šarić,"$2,422,560 ",2017-18
Dario Šarić,"$2,526,840 ",2018-19
Dario Šarić,"$3,481,985 ",2019-20
Dario Šarić,"$9,250,000 ",2020-21
DaQuan Jeffries,"$898,310 ",2019-20
DaQuan Jeffries,"$1,445,697 ",2020-21
Danuel House,"$77,250 ",2017-18
Danuel House,"$247,827 ",2018-19
Danuel House,"$3,540,000 ",2019-20
Danuel House,"$3,717,000 ",2020-21
Dante Exum,"$4,992,385 ",2017-18
Dante Exum,"$10,600,000 ",2018-19
Dante Exum,"$9,600,000 ",2019-20
Dante Exum,"$9,600,000 ",2020-21
Dante Cunningham,"$2,300,000 ",2017-18
Dante Cunningham,"$2,487,000 ",2018-19
Danny Green,"$10,000,000 ",2017-18
Danny Green,"$10,000,000 ",2018-19
Danny Green,"$14,634,147 ",2019-20
Danny Green,"$15,365,853 ",2020-21
Danilo Gallinari,"$20,559,599 ",2017-18
Danilo Gallinari,"$21,587,579 ",2018-19
Danilo Gallinari,"$22,615,559 ",2019-20
Danilo Gallinari,"$19,500,000 ",2020-21
Daniel Theis,"$815,615 ",2017-18
Daniel Theis,"$1,378,242 ",2018-19
Daniel Theis,"$5,000,000 ",2019-20
Daniel Theis,"$5,000,000 ",2020-21
Daniel Oturu,"$898,310 ",2020-21
Daniel Ochefu,"$50,000 ",2017-18
Daniel Hamilton,"$77,250 ",2017-18
Daniel Hamilton,"$1,349,383 ",2018-19
Daniel Gafford,"$898,310 ",2019-20
Daniel Gafford,"$1,517,981 ",2020-21
D'Angelo Russell,"$5,562,360 ",2017-18
D'Angelo Russell,"$7,019,698 ",2018-19
D'Angelo Russell,"$27,285,000 ",2019-20
D'Angelo Russell,"$28,649,250 ",2020-21
Damyean Dotson,"$1,100,000 ",2017-18
Damyean Dotson,"$1,378,242 ",2018-19
Damyean Dotson,"$1,618,520 ",2019-20
Damyean Dotson,"$2,000,000 ",2020-21
Damion Lee,"$138,239 ",2017-18
Damion Lee,"$77,250 ",2018-19
Damion Lee,"$842,327 ",2019-20
Damion Lee,"$1,762,796 ",2020-21
Damien Wilkins,"$992,696 ",2017-18
Damian Lillard,"$26,153,057 ",2017-18
Damian Lillard,"$27,977,689 ",2018-19
Damian Lillard,"$29,802,321 ",2019-20
Damian Lillard,"$31,626,953 ",2020-21
Damian Jones,"$1,312,611 ",2017-18
Damian Jones,"$1,544,951 ",2018-19
Damian Jones,"$2,305,057 ",2019-20
Damian Jones,"$1,487,284 ",2020-21
Dakota Mathias,"$86,132 ",2020-21
Dakari Johnson,"$815,615 ",2017-18
Dakari Johnson,"$459,414 ",2018-19
Dakari Johnson,"$459,414 ",2020-21
Dairis Bertans,"$194,220 ",2018-19
Cristiano Felicio,"$7,843,500 ",2017-18
Cristiano Felicio,"$8,470,980 ",2018-19
Cristiano Felicio,"$8,156,500 ",2019-20
Cristiano Felicio,"$7,529,020 ",2020-21
Courtney Lee,"$11,747,890 ",2017-18
Courtney Lee,"$12,253,780 ",2018-19
Courtney Lee,"$12,759,670 ",2019-20
Cory Joseph,"$7,630,000 ",2017-18
Cory Joseph,"$7,945,000 ",2018-19
Cory Joseph,"$12,000,000 ",2019-20
Cory Joseph,"$12,600,000 ",2020-21
Corey Brewer,"$8,105,615 ",2017-18
Corey Brewer,"$2,559,925 ",2018-19
Corey Brewer,"$183,115 ",2019-20
Collin Sexton,"$4,073,760 ",2018-19
Collin Sexton,"$4,764,960 ",2019-20
Collin Sexton,"$4,991,880 ",2020-21
Cole Anthony,"$3,285,120 ",2020-21
Cole Aldrich,"$7,300,000 ",2017-18
Cole Aldrich,"$2,000,000 ",2018-19
Cole Aldrich,"$685,340 ",2020-21
Cody Zeller,"$12,584,270 ",2017-18
Cody Zeller,"$13,528,090 ",2018-19
Cody Zeller,"$14,471,910 ",2019-20
Cody Zeller,"$15,415,730 ",2020-21
Cody Martin,"$1,173,310 ",2019-20
Cody Martin,"$1,517,981 ",2020-21
Cody Demps,"$47,370 ",2018-19
Coby White,"$5,307,120 ",2019-20
Coby White,"$5,572,680 ",2020-21
Clint Capela,"$2,334,528 ",2017-18
Clint Capela,"$15,793,104 ",2018-19
Clint Capela,"$16,896,552 ",2019-20
Clint Capela,"$18,000,000 ",2020-21
CJ Williams,"$77,250 ",2017-18
CJ Williams,"$77,250 ",2018-19
CJ Wilcox,"$77,250 ",2017-18
CJ Watson,"$333,333 ",2017-18
CJ Miles,"$7,936,509 ",2017-18
CJ Miles,"$8,333,333 ",2018-19
CJ McCollum,"$23,962,573 ",2017-18
CJ McCollum,"$25,759,766 ",2018-19
CJ McCollum,"$27,556,959 ",2019-20
CJ McCollum,"$29,354,152 ",2020-21
CJ Fair,"$82,943 ",2017-18
CJ Elleby,"$898,310 ",2020-21
Chuma Okeke,"$3,121,080 ",2020-21
Christian Wood,"$1,512,601 ",2018-19
Christian Wood,"$1,645,357 ",2019-20
Christian Wood,"$13,015,874 ",2020-21
Chris Silva,"$466,918 ",2019-20
Chris Silva,"$1,517,981 ",2020-21
Chris Paul,"$24,268,959 ",2017-18
Chris Paul,"$35,654,150 ",2018-19
Chris Paul,"$38,506,482 ",2019-20
Chris Paul,"$41,358,814 ",2020-21
Chris McCullough,"$1,471,382 ",2017-18
Chris Clemons,"$563,346 ",2019-20
Chris Clemons,"$1,517,981 ",2020-21
Chris Chiozza,"$137,374 ",2018-19
Chris Chiozza,"$79,568 ",2019-20
Chris Chiozza,"$449,115 ",2020-21
Chris Boucher,"$77,250 ",2017-18
Chris Boucher,"$457,418 ",2018-19
Chris Boucher,"$1,588,231 ",2019-20
Chris Boucher,"$6,500,000 ",2020-21
Chris Bosh,"$25,289,390 ",2017-18
Chris Bosh,"$26,837,720 ",2018-19
Chinanu Onuaku,"$1,312,611 ",2017-18
Chimezie Metu,"$838,464 ",2018-19
Chimezie Metu,"$1,416,852 ",2019-20
Chimezie Metu,"$910,895 ",2020-21
Cheick Diallo,"$1,312,611 ",2017-18
Cheick Diallo,"$1,544,951 ",2018-19
Cheick Diallo,"$1,678,854 ",2019-20
Chasson Randle,"$1,312,611 ",2017-18
Chasson Randle,"$975,824 ",2018-19
Chasson Randle,"$91,557 ",2019-20
Chasson Randle,"$279,927 ",2020-21
Charlie Brown,"$79,568 ",2019-20
Charlie Brown,"$217,844 ",2020-21
Charles Cooke,"$77,250 ",2017-18
Charles Cooke,"$76,236 ",2018-19
Channing Frye,"$7,420,912 ",2017-18
Channing Frye,"$2,393,887 ",2018-19
Chandler Parsons,"$23,112,004 ",2017-18
Chandler Parsons,"$24,107,258 ",2018-19
Chandler Hutchison,"$1,991,520 ",2018-19
Chandler Hutchison,"$2,332,320 ",2019-20
Chandler Hutchison,"$2,443,440 ",2020-21
Cedi Osman,"$2,642,857 ",2017-18
Cedi Osman,"$2,775,000 ",2018-19
Cedi Osman,"$2,907,143 ",2019-20
Cedi Osman,"$8,840,580 ",2020-21
Cassius Winston,"$449,115 ",2020-21
Cassius Stanley,"$470,690 ",2020-21
Carsen Edwards,"$1,228,026 ",2019-20
Carsen Edwards,"$1,517,981 ",2020-21
Carrick Felix,"$140,901 ",2017-18
Carmelo Anthony,"$26,243,760 ",2017-18
Carmelo Anthony,"$2,393,887 ",2018-19
Carmelo Anthony,"$2,159,029 ",2019-20
Carmelo Anthony,"$2,564,753 ",2020-21
Caris LeVert,"$1,632,480 ",2017-18
Caris LeVert,"$1,702,800 ",2018-19
Caris LeVert,"$2,625,717 ",2019-20
Caris LeVert,"$16,203,704 ",2020-21
Cameron Payne,"$2,203,440 ",2017-18
Cameron Payne,"$3,440,356 ",2018-19
Cameron Payne,"$196,288 ",2019-20
Cameron Payne,"$1,977,011 ",2020-21
Cameron Oliver,"$300,000 ",2017-18
Cameron Oliver,"$43,070 ",2020-21
Cameron Johnson,"$4,033,440 ",2019-20
Cameron Johnson,"$4,235,160 ",2020-21
Cam Reynolds,"$108,953 ",2018-19
Cam Reynolds,"$79,568 ",2019-20
Cam Reynolds,"$33,299 ",2020-21
Cam Reddish,"$4,245,720 ",2019-20
Cam Reddish,"$4,458,000 ",2020-21
Caleb Swanigan,"$1,465,920 ",2017-18
Caleb Swanigan,"$1,740,000 ",2018-19
Caleb Swanigan,"$2,033,160 ",2019-20
Caleb Martin,"$898,310 ",2019-20
Caleb Martin,"$1,517,981 ",2020-21
Caleb Homesley,"$20,000 ",2020-21
Buddy Hield,"$3,675,480 ",2017-18
Buddy Hield,"$3,833,760 ",2018-19
Buddy Hield,"$4,861,207 ",2019-20
Buddy Hield,"$24,931,817 ",2020-21
Bryn Forbes,"$1,312,611 ",2017-18
Bryn Forbes,"$3,125,000 ",2018-19
Bryn Forbes,"$2,875,000 ",2019-20
Bryn Forbes,"$2,337,145 ",2020-21
Bruno Fernando,"$1,400,000 ",2019-20
Bruno Fernando,"$1,517,981 ",2020-21
Bruno Caboclo,"$2,451,224 ",2017-18
Bruno Caboclo,"$705,361 ",2018-19
Bruno Caboclo,"$1,845,301 ",2019-20
Bruno Caboclo,"$2,028,594 ",2020-21
Bruce Brown,"$838,464 ",2018-19
Bruce Brown,"$1,416,852 ",2019-20
Bruce Brown,"$1,663,861 ",2020-21
Brook Lopez,"$22,642,350 ",2017-18
Brook Lopez,"$3,382,000 ",2018-19
Brook Lopez,"$12,093,024 ",2019-20
Brook Lopez,"$12,697,675 ",2020-21
Bronson Koenig,"$50,000 ",2017-18
Brodric Thomas,"$412,202 ",2020-21
Brice Johnson,"$1,331,160 ",2017-18
Briante Weber,"$160,378 ",2017-18
Brian Bowen,"$79,568 ",2019-20
Brian Bowen,"$375,321 ",2020-21
Brandon Sampson,"$77,250 ",2018-19
Brandon Rush,"$119,601 ",2017-18
Brandon Paul,"$815,615 ",2017-18
Brandon Knight,"$13,618,750 ",2017-18
Brandon Knight,"$14,631,250 ",2018-19
Brandon Knight,"$15,643,750 ",2019-20
Brandon Jennings,"$380,830 ",2017-18
Brandon Ingram,"$5,519,400 ",2017-18
Brandon Ingram,"$5,757,120 ",2018-19
Brandon Ingram,"$7,265,485 ",2019-20
Brandon Ingram,"$27,285,000 ",2020-21
Brandon Goodwin,"$56,845 ",2018-19
Brandon Goodwin,"$522,738 ",2019-20
Brandon Goodwin,"$1,701,593 ",2020-21
Brandon Clarke,"$2,478,840 ",2019-20
Brandon Clarke,"$2,602,920 ",2020-21
Brandan Wright,"$5,955,760 ",2017-18
Bradley Beal,"$23,775,506 ",2017-18
Bradley Beal,"$25,434,262 ",2018-19
Bradley Beal,"$27,093,018 ",2019-20
Bradley Beal,"$28,751,774 ",2020-21
Brad Wanamaker,"$838,464 ",2018-19
Brad Wanamaker,"$1,445,697 ",2019-20
Brad Wanamaker,"$2,250,000 ",2020-21
Bonzie Colson,"$77,250 ",2018-19
Bol Bol,"$79,568 ",2019-20
Bol Bol,"$2,058,240 ",2020-21
Bojan Bogdanović,"$10,500,000 ",2017-18
Bojan Bogdanović,"$10,500,000 ",2018-19
Bojan Bogdanović,"$17,000,000 ",2019-20
Bojan Bogdanović,"$17,850,000 ",2020-21
Bogdan Bogdanović,"$9,470,614 ",2017-18
Bogdan Bogdanović,"$9,000,000 ",2018-19
Bogdan Bogdanović,"$8,529,386 ",2019-20
Bogdan Bogdanović,"$18,000,000 ",2020-21
Bobby Portis,"$1,516,320 ",2017-18
Bobby Portis,"$2,494,346 ",2018-19
Bobby Portis,"$15,000,000 ",2019-20
Bobby Portis,"$3,623,000 ",2020-21
Bobby Brown,"$1,231,500 ",2017-18
Boban Marjanović,"$5,881,260 ",2017-18
Boban Marjanović,"$9,490,740 ",2018-19
Boban Marjanović,"$3,500,000 ",2019-20
Boban Marjanović,"$3,500,000 ",2020-21
Blake Griffin,"$29,512,900 ",2017-18
Blake Griffin,"$31,873,932 ",2018-19
Blake Griffin,"$34,449,964 ",2019-20
Blake Griffin,"$33,900,241 ",2020-21
BJ Johnson,"$142,111 ",2018-19
BJ Johnson,"$79,568 ",2019-20
Bismack Biyombo,"$17,000,000 ",2017-18
Bismack Biyombo,"$17,000,000 ",2018-19
Bismack Biyombo,"$17,000,000 ",2019-20
Bismack Biyombo,"$3,500,000 ",2020-21
Billy Preston,"$77,250 ",2018-19
Billy Garrett,"$67,370 ",2018-19
Ben Simmons,"$6,168,840 ",2017-18
Ben Simmons,"$6,434,520 ",2018-19
Ben Simmons,"$8,113,929 ",2019-20
Ben Simmons,"$30,559,200 ",2020-21
Ben Moore,"$77,250 ",2017-18
Ben Moore,"$222,099 ",2018-19
Ben McLemore,"$5,200,000 ",2017-18
Ben McLemore,"$5,460,000 ",2018-19
Ben McLemore,"$2,028,594 ",2019-20
Ben McLemore,"$2,893,630 ",2020-21
Bam Adebayo,"$2,490,360 ",2017-18
Bam Adebayo,"$2,955,840 ",2018-19
Bam Adebayo,"$3,454,080 ",2019-20
Bam Adebayo,"$5,115,492 ",2020-21
Axel Toupane,"$196,872 ",2020-21
Avery Bradley,"$8,808,989 ",2017-18
Avery Bradley,"$12,000,000 ",2018-19
Avery Bradley,"$4,767,000 ",2019-20
Avery Bradley,"$5,635,000 ",2020-21
Austin Rivers,"$11,825,000 ",2017-18
Austin Rivers,"$13,155,324 ",2018-19
Austin Rivers,"$2,174,310 ",2019-20
Austin Rivers,"$3,929,049 ",2020-21
Ashton Hagans,"$166,111 ",2020-21
Arron Afflalo,"$5,328,652 ",2017-18
Aron Baynes,"$4,300,000 ",2017-18
Aron Baynes,"$5,193,600 ",2018-19
Aron Baynes,"$5,453,280 ",2019-20
Aron Baynes,"$7,000,000 ",2020-21
Armoni Brooks,"$135,362 ",2020-21
Archie Goodwin,"$77,250 ",2018-19
Anzejs Pasecniks,"$482,144 ",2019-20
Anzejs Pasecniks,"$374,297 ",2020-21
Antonius Cleveland,"$384,116 ",2017-18
Antonius Cleveland,"$79,568 ",2019-20
Antonio Blakeney,"$77,250 ",2017-18
Antonio Blakeney,"$1,349,383 ",2018-19
Anthony Tolliver,"$5,290,000 ",2017-18
Anthony Tolliver,"$5,750,000 ",2018-19
Anthony Tolliver,"$434,704 ",2019-20
Anthony Tolliver,"$614,838 ",2020-21
Anthony Lamb,"$215,330 ",2020-21
Anthony Gill,"$898,310 ",2020-21
Anthony Edwards,"$9,757,440 ",2020-21
Anthony Davis,"$23,775,506 ",2017-18
Anthony Davis,"$25,434,263 ",2018-19
Anthony Davis,"$27,093,019 ",2019-20
Anthony Davis,"$32,742,000 ",2020-21
Anthony Brown,"$77,250 ",2017-18
Ante Žižić,"$1,645,200 ",2017-18
Ante Žižić,"$1,952,760 ",2018-19
Ante Žižić,"$2,281,800 ",2019-20
Angel Delgado,"$77,250 ",2018-19
Anfernee Simons,"$1,837,800 ",2018-19
Anfernee Simons,"$2,149,560 ",2019-20
Anfernee Simons,"$2,252,040 ",2020-21
Andrew Wiggins,"$7,574,322 ",2017-18
Andrew Wiggins,"$25,467,250 ",2018-19
Andrew Wiggins,"$27,504,630 ",2019-20
Andrew Wiggins,"$29,542,010 ",2020-21
Andrew White,"$77,250 ",2017-18
Andrew White,"$25,000 ",2020-21
Andrew Nicholson,"$2,844,429 ",2017-18
Andrew Nicholson,"$2,844,429 ",2018-19
Andrew Nicholson,"$2,844,429 ",2020-21
Andrew Harrison,"$1,312,611 ",2017-18
Andrew Harrison,"$354,500 ",2018-19
Andrew Bogut,"$1,078,810 ",2017-18
Andrew Bogut,"$486,892 ",2018-19
Andre Roberson,"$9,259,260 ",2017-18
Andre Roberson,"$10,000,000 ",2018-19
Andre Roberson,"$10,740,740 ",2019-20
Andre Roberson,"$411,639 ",2020-21
Andre Ingram,"$46,079 ",2017-18
Andre Ingram,"$76,236 ",2018-19
Andre Iguodala,"$14,814,815 ",2017-18
Andre Iguodala,"$16,000,000 ",2018-19
Andre Iguodala,"$17,185,185 ",2019-20
Andre Iguodala,"$15,000,000 ",2020-21
Andre Drummond,"$23,775,506 ",2017-18
Andre Drummond,"$25,434,262 ",2018-19
Andre Drummond,"$27,093,018 ",2019-20
Andre Drummond,"$28,751,774 ",2020-21
Anderson Varejao,"$2,141,713 ",2020-21
Amir Johnson,"$11,000,000 ",2017-18
Amir Johnson,"$2,393,887 ",2018-19
Amir Coffey,"$79,568 ",2019-20
Amir Coffey,"$578,842 ",2020-21
Amile Jefferson,"$77,250 ",2017-18
Amile Jefferson,"$77,250 ",2018-19
Amida Brimah,"$123,056 ",2020-21
Allonzo Trier,"$3,382,000 ",2018-19
Allen Crabbe,"$18,500,000 ",2017-18
Allen Crabbe,"$19,332,500 ",2018-19
Alize Johnson,"$838,464 ",2018-19
Alize Johnson,"$1,416,852 ",2019-20
Alize Johnson,"$621,587 ",2020-21
Alfonzo McKinnie,"$815,615 ",2017-18
Alfonzo McKinnie,"$1,349,383 ",2018-19
Alfonzo McKinnie,"$2,391,985 ",2019-20
Alfonzo McKinnie,"$1,762,796 ",2020-21
Al-Farouq Aminu,"$7,319,035 ",2017-18
Al-Farouq Aminu,"$6,957,105 ",2018-19
Al-Farouq Aminu,"$9,258,000 ",2019-20
Al-Farouq Aminu,"$9,720,900 ",2020-21
Alexis Ajinca,"$4,961,798 ",2017-18
Alexis Ajinca,"$5,285,394 ",2018-19
Alex Poythress,"$778,668 ",2017-18
Alex Poythress,"$77,250 ",2018-19
Alex Len,"$4,187,599 ",2017-18
Alex Len,"$4,350,000 ",2018-19
Alex Len,"$4,160,000 ",2019-20
Alex Len,"$3,970,648 ",2020-21
Alex Caruso,"$77,250 ",2017-18
Alex Caruso,"$77,250 ",2018-19
Alex Caruso,"$2,750,000 ",2019-20
Alex Caruso,"$2,750,000 ",2020-21
Álex Abrines,"$5,725,000 ",2017-18
Álex Abrines,"$3,667,645 ",2018-19
Alen Smailagic,"$898,310 ",2019-20
Alen Smailagic,"$1,517,981 ",2020-21
Aleksej Pokusevski,"$2,964,840 ",2020-21
Alec Peters,"$77,250 ",2017-18
Alec Burks,"$10,845,506 ",2017-18
Alec Burks,"$11,536,515 ",2018-19
Alec Burks,"$2,320,044 ",2019-20
Alec Burks,"$6,000,000 ",2020-21
Alan Williams,"$6,000,000 ",2017-18
Alan Williams,"$77,250 ",2018-19
Al Jefferson,"$9,769,821 ",2017-18
Al Jefferson,"$4,000,000 ",2018-19
Al Horford,"$27,734,405 ",2017-18
Al Horford,"$28,928,710 ",2018-19
Al Horford,"$28,000,000 ",2019-20
Al Horford,"$27,500,000 ",2020-21
AJ Hammons,"$1,312,611 ",2017-18
AJ Hammons,"$350,087 ",2020-21
Adreian Payne,"$77,250 ",2017-18
Admiral Schofield,"$1,000,000 ",2019-20
Admiral Schofield,"$1,517,981 ",2020-21
Adam Mokoka,"$79,568 ",2019-20
Adam Mokoka,"$449,115 ",2020-21
Abdel Nader,"$1,167,333 ",2017-18
Abdel Nader,"$1,378,242 ",2018-19
Abdel Nader,"$1,618,520 ",2019-20
Abdel Nader,"$1,752,950 ",2020-21
Aaron Nesmith,"$3,458,400 ",2020-21
Aaron Jackson,"$46,079 ",2017-18
Aaron Holiday,"$1,914,480 ",2018-19
Aaron Holiday,"$2,239,200 ",2019-20
Aaron Holiday,"$2,345,640 ",2020-21
Aaron Harrison,"$174,570 ",2017-18
Aaron Gordon,"$5,504,419 ",2017-18
Aaron Gordon,"$21,590,909 ",2018-19
Aaron Gordon,"$19,863,636 ",2019-20
Aaron Gordon,"$18,136,364 ",2020-21
Aaron Brooks,"$2,116,955 ",2017-18
Stephen Curry,"$45,780,966 ",2021-22
James Harden,"$44,310,840 ",2021-22
John Wall,"$44,310,840 ",2021-22
Russell Westbrook,"$44,211,146 ",2021-22
LeBron James,"$41,180,544 ",2021-22
Kevin Durant,"$40,918,900 ",2021-22
Paul George,"$39,344,970 ",2021-22
Kawhi Leonard,"$39,344,900 ",2021-22
Giannis Antetokounmpo,"$39,344,900 ",2021-22
Damian Lillard,"$39,344,900 ",2021-22
Klay Thompson,"$37,980,720 ",2021-22
Jimmy Butler,"$36,016,200 ",2021-22
Tobias Harris,"$35,995,950 ",2021-22
Khris Middleton,"$35,500,000 ",2021-22
Anthony Davis,"$35,361,360 ",2021-22
Kyrie Irving,"$35,053,700 ",2021-22
Kemba Walker,"$34,967,442 ",2021-22
Rudy Gobert,"$34,844,000 ",2021-22
Bradley Beal,"$33,724,200 ",2021-22
Ben Simmons,"$33,003,936 ",2021-22
Pascal Siakam,"$33,003,936 ",2021-22
Jrue Holiday,"$32,431,333 ",2021-22
Blake Griffin,"$32,405,817 ",2021-22
Kristaps Porziņģis,"$31,650,600 ",2021-22
Karl-Anthony Towns,"$31,650,600 ",2021-22
Devin Booker,"$31,650,600 ",2021-22
Nikola Jokić,"$31,579,390 ",2021-22
Andrew Wiggins,"$31,579,390 ",2021-22
Joel Embiid,"$31,579,390 ",2021-22
Kevin Love,"$31,258,256 ",2021-22
CJ McCollum,"$30,864,198 ",2021-22
Chris Paul,"$30,800,000 ",2021-22
D'Angelo Russell,"$30,013,500 ",2021-22
Gordon Hayward,"$29,925,000 ",2021-22
Jamal Murray,"$29,467,800 ",2021-22
Brandon Ingram,"$29,467,800 ",2021-22
Jayson Tatum,"$28,103,500 ",2021-22
Bam Adebayo,"$28,103,500 ",2021-22
De'Aaron Fox,"$28,103,500 ",2021-22
Donovan Mitchell,"$28,103,500 ",2021-22
Al Horford,"$27,000,000 ",2021-22
Kyle Lowry,"$26,984,128 ",2021-22
Jaylen Brown,"$26,758,928 ",2021-22
DeMar DeRozan,"$26,000,000 ",2021-22
Draymond Green,"$24,026,712 ",2021-22
Nikola Vučević,"$24,000,000 ",2021-22
Buddy Hield,"$23,073,234 ",2021-22
John Collins,"$23,000,000 ",2021-22
Julius Randle,"$21,780,000 ",2021-22
Malcolm Brogdon,"$21,700,000 ",2021-22
Tim Hardaway,"$21,306,816 ",2021-22
Mike Conley,"$21,000,000 ",2021-22
Gary Harris,"$20,932,143 ",2021-22
Danilo Gallinari,"$20,475,000 ",2021-22
Harrison Barnes,"$20,284,091 ",2021-22
Jerami Grant,"$20,002,500 ",2021-22
Jarrett Allen,"$20,000,000 ",2021-22
Fred VanVleet,"$19,675,926 ",2021-22
Zach LaVine,"$19,500,000 ",2021-22
Goran Dragic,"$19,440,000 ",2021-22
Bojan Bogdanović,"$18,700,000 ",2021-22
Lonzo Ball,"$18,604,651 ",2021-22
Clint Capela,"$18,603,448 ",2021-22
Domantas Sabonis,"$18,500,000 ",2021-22
Eric Gordon,"$18,218,818 ",2021-22
Eric Bledsoe,"$18,125,000 ",2021-22
Bogdan Bogdanović,"$18,000,000 ",2021-22
Myles Turner,"$18,000,000 ",2021-22
Terry Rozier,"$17,905,263 ",2021-22
Ricky Rubio,"$17,800,000 ",2021-22
Caris LeVert,"$17,500,000 ",2021-22
Jonathan Isaac,"$17,400,000 ",2021-22
Joe Harris,"$17,357,143 ",2021-22
Evan Fournier,"$17,142,857 ",2021-22
Spencer Dinwiddie,"$17,142,857 ",2021-22
Steven Adams,"$17,073,171 ",2021-22
Markelle Fultz,"$16,500,000 ",2021-22
Aaron Gordon,"$16,409,091 ",2021-22
OG Anunoby,"$16,071,429 ",2021-22
Gary Trent,"$16,000,000 ",2021-22
Davis Bertans,"$16,000,000 ",2021-22
Lauri Markkanen,"$15,690,909 ",2021-22
Derrick White,"$15,678,571 ",2021-22
Duncan Robinson,"$15,650,000 ",2021-22
Marcus Morris,"$15,627,907 ",2021-22
Will Barton,"$15,625,000 ",2021-22
Norman Powell,"$15,517,242 ",2021-22
Dejounte Murray,"$15,428,880 ",2021-22
Malik Beasley,"$14,491,964 ",2021-22
Marcus Smart,"$14,339,285 ",2021-22
Patrick Beverley,"$14,320,987 ",2021-22
Thaddeus Young,"$14,190,000 ",2021-22
Jonas Valančiūnas,"$14,000,000 ",2021-22
Doug McDermott,"$13,750,000 ",2021-22
Christian Wood,"$13,666,667 ",2021-22
Derrick Rose,"$13,445,120 ",2021-22
Brook Lopez,"$13,302,325 ",2021-22
Kentavious Caldwell-Pope,"$13,038,862 ",2021-22
Joe Ingles,"$13,036,364 ",2021-22
Kyle Kuzma,"$13,000,000 ",2021-22
Taurean Prince,"$13,000,000 ",2021-22
Robert Covington,"$12,975,471 ",2021-22
TJ Warren,"$12,940,000 ",2021-22
Luke Kennard,"$12,727,273 ",2021-22
Deandre Ayton,"$12,632,950 ",2021-22
Terrence Ross,"$12,500,000 ",2021-22
Jordan Clarkson,"$12,420,000 ",2021-22
Dillon Brooks,"$12,200,000 ",2021-22
Kelly Olynyk,"$12,195,122 ",2021-22
Nicolas Batum,"$12,026,998 ",2021-22
Josh Hart,"$12,000,000 ",2021-22
Kelly Oubre,"$12,000,000 ",2021-22
Jusuf Nurkić,"$12,000,000 ",2021-22
Josh Richardson,"$11,615,328 ",2021-22
Marvin Bagley III,"$11,312,114 ",2021-22
Dwight Powell,"$11,080,125 ",2021-22
Devonte' Graham,"$11,000,000 ",2021-22
Zion Williamson,"$10,733,400 ",2021-22
Larry Nance,"$10,690,909 ",2021-22
DeAndre Jordan,"$10,517,224 ",2021-22
Jeremy Lamb,"$10,500,000 ",2021-22
Reggie Jackson,"$10,384,500 ",2021-22
Richaun Holmes,"$10,384,500 ",2021-22
Anthony Edwards,"$10,245,480 ",2021-22
Al-Farouq Aminu,"$10,183,800 ",2021-22
Luka Dončić,"$10,174,391 ",2021-22
Cade Cunningham,"$10,050,120 ",2021-22
Danny Green,"$10,000,000 ",2021-22
Tomas Satoransky,"$10,000,000 ",2021-22
Kyle Anderson,"$9,937,150 ",2021-22
Derrick Favors,"$9,720,900 ",2021-22
Jae Crowder,"$9,720,900 ",2021-22
Derrick Jones,"$9,720,900 ",2021-22
Serge Ibaka,"$9,720,900 ",2021-22
Tristan Thompson,"$9,720,900 ",2021-22
Montrezl Harrell,"$9,720,900 ",2021-22
Ja Morant,"$9,603,360 ",2021-22
Reggie Bullock,"$9,536,000 ",2021-22
Alec Burks,"$9,536,000 ",2021-22
Talen Horton-Tucker,"$9,500,000 ",2021-22
Mason Plumlee,"$9,248,333 ",2021-22
Jaren Jackson,"$9,180,560 ",2021-22
James Wiseman,"$9,166,800 ",2021-22
Jalen Green,"$8,992,080 ",2021-22
Maxi Kleber,"$8,825,000 ",2021-22
De'Anthony Melton,"$8,805,976 ",2021-22
Nerlens Noel,"$8,800,000 ",2021-22
Royce O'Neale,"$8,800,000 ",2021-22
Jakob Poeltl,"$8,750,000 ",2021-22
Thomas Bryant,"$8,666,667 ",2021-22
RJ Barrett,"$8,623,920 ",2021-22
Alex Caruso,"$8,600,000 ",2021-22
Delon Wright,"$8,526,316 ",2021-22
Dario Saric,"$8,510,000 ",2021-22
Monte Morris,"$8,449,074 ",2021-22
Tyus Jones,"$8,376,286 ",2021-22
Trae Young,"$8,326,471 ",2021-22
